"transaction_sk","transaction_ts","transaction_amount","transaction_channel_type_cd","transaction_channel_type_desc","transaction_dr_cr","transaction_ref_num","transaction_status_cd","transaction_status_desc","merchant_id","account_sk"
305494,"2014-10-23","1644.68","NA","NA","NA","NA","NA","NA","NA","2944"
305495,"2014-10-23","2935.98","NA","NA","NA","NA","NA","NA","NA","2944"
305496,"2014-10-23","2241.56","NA","NA","NA","NA","NA","NA","NA","2944"
305497,"2014-10-23","1145.11","NA","NA","NA","NA","NA","NA","NA","2944"
305498,"2014-10-24","1158.07","NA","NA","NA","NA","NA","NA","NA","2944"
305499,"2014-10-24","1820.28","NA","NA","NA","NA","NA","NA","NA","2944"
305500,"2014-10-24","1587.18","NA","NA","NA","NA","NA","NA","NA","2944"
305501,"2014-10-24","1849.63","NA","NA","NA","NA","NA","NA","NA","2944"
305502,"2014-10-25","1768.3","NA","NA","NA","NA","NA","NA","NA","2944"
305503,"2014-10-25","2021.98","NA","NA","NA","NA","NA","NA","NA","2944"
305504,"2014-10-25","1790.06","NA","NA","NA","NA","NA","NA","NA","2944"
305505,"2014-10-25","1501.59","NA","NA","NA","NA","NA","NA","NA","2944"
305506,"2014-10-26","2721.51","NA","NA","NA","NA","NA","NA","NA","2944"
305507,"2014-10-26","2767.79","NA","NA","NA","NA","NA","NA","NA","2944"
305508,"2014-10-26","1934.65","NA","NA","NA","NA","NA","NA","NA","2944"
305509,"2014-10-26","2643.75","NA","NA","NA","NA","NA","NA","NA","2944"
305510,"2014-10-27","1643.41","NA","NA","NA","NA","NA","NA","NA","2944"
305511,"2014-10-27","2520.14","NA","NA","NA","NA","NA","NA","NA","2944"
305512,"2014-10-28","2159.08","NA","NA","NA","NA","NA","NA","NA","2944"
305513,"2014-10-29","1851.96","NA","NA","NA","NA","NA","NA","NA","2944"
305514,"2014-10-29","2035.96","NA","NA","NA","NA","NA","NA","NA","2944"
305515,"2014-10-29","1900.18","NA","NA","NA","NA","NA","NA","NA","2944"
305516,"2014-10-30","2049.96","NA","NA","NA","NA","NA","NA","NA","2944"
305517,"2014-10-30","2518.65","NA","NA","NA","NA","NA","NA","NA","2944"
305518,"2014-10-30","2486.76","NA","NA","NA","NA","NA","NA","NA","2944"
305519,"2014-09-01","-7.47","NA","NA","NA","NA","NA","NA","NA","2946"
305520,"2014-09-02","-12.39","NA","NA","NA","NA","NA","NA","NA","2946"
305521,"2014-09-02","-9.49","NA","NA","NA","NA","NA","NA","NA","2946"
305522,"2014-09-03","-11.35","NA","NA","NA","NA","NA","NA","NA","2946"
305523,"2014-09-03","-10.59","NA","NA","NA","NA","NA","NA","NA","2946"
305524,"2014-09-03","-87.94","NA","NA","NA","NA","NA","NA","NA","2946"
305525,"2014-09-04","-7.65","NA","NA","NA","NA","NA","NA","NA","2946"
305526,"2014-09-04","-87.34","NA","NA","NA","NA","NA","NA","NA","2946"
305527,"2014-09-05","-3.91","NA","NA","NA","NA","NA","NA","NA","2946"
305528,"2014-09-05","-8.17","NA","NA","NA","NA","NA","NA","NA","2946"
305529,"2014-09-05","-7.19","NA","NA","NA","NA","NA","NA","NA","2946"
305530,"2014-09-05","-6.44","NA","NA","NA","NA","NA","NA","NA","2946"
305531,"2014-09-05","-10.37","NA","NA","NA","NA","NA","NA","NA","2946"
305532,"2014-09-06","-12.38","NA","NA","NA","NA","NA","NA","NA","2946"
305533,"2014-09-07","-11.76","NA","NA","NA","NA","NA","NA","NA","2946"
305534,"2014-09-08","-84.73","NA","NA","NA","NA","NA","NA","NA","2946"
305535,"2014-09-08","-7.94","NA","NA","NA","NA","NA","NA","NA","2946"
305536,"2014-09-09","7700","NA","NA","NA","NA","NA","NA","NA","2946"
305537,"2014-09-09","-9.44","NA","NA","NA","NA","NA","NA","NA","2946"
305538,"2014-09-09","-89.97","NA","NA","NA","NA","NA","NA","NA","2946"
305539,"2014-09-09","-12.71","NA","NA","NA","NA","NA","NA","NA","2946"
305540,"2014-09-10","-7.99","NA","NA","NA","NA","NA","NA","NA","2946"
305541,"2014-09-11","-12.31","NA","NA","NA","NA","NA","NA","NA","2946"
305542,"2014-09-12","-13.8","NA","NA","NA","NA","NA","NA","NA","2946"
305543,"2014-09-12","8800","NA","NA","NA","NA","NA","NA","NA","2946"
305544,"2014-09-13","-10.12","NA","NA","NA","NA","NA","NA","NA","2946"
305545,"2014-09-13","-13.08","NA","NA","NA","NA","NA","NA","NA","2946"
305546,"2014-09-13","-10.48","NA","NA","NA","NA","NA","NA","NA","2946"
305547,"2014-09-13","-12.02","NA","NA","NA","NA","NA","NA","NA","2946"
305548,"2014-09-13","-7.96","NA","NA","NA","NA","NA","NA","NA","2946"
305549,"2014-09-14","-95.87","NA","NA","NA","NA","NA","NA","NA","2946"
305550,"2014-09-14","-9.21","NA","NA","NA","NA","NA","NA","NA","2946"
305551,"2014-09-14","-9.05","NA","NA","NA","NA","NA","NA","NA","2946"
305552,"2014-09-15","-10.17","NA","NA","NA","NA","NA","NA","NA","2946"
305553,"2014-09-15","-10.13","NA","NA","NA","NA","NA","NA","NA","2946"
305554,"2014-09-15","-12.63","NA","NA","NA","NA","NA","NA","NA","2946"
305555,"2014-09-16","-11.45","NA","NA","NA","NA","NA","NA","NA","2946"
305556,"2014-09-16","-9.3","NA","NA","NA","NA","NA","NA","NA","2946"
305557,"2014-09-16","-9.31","NA","NA","NA","NA","NA","NA","NA","2946"
305558,"2014-09-16","-7.42","NA","NA","NA","NA","NA","NA","NA","2946"
305559,"2014-09-17","-14.45","NA","NA","NA","NA","NA","NA","NA","2946"
305560,"2014-09-17","-13.94","NA","NA","NA","NA","NA","NA","NA","2946"
305561,"2014-09-17","-12.99","NA","NA","NA","NA","NA","NA","NA","2946"
305562,"2014-09-18","-14.42","NA","NA","NA","NA","NA","NA","NA","2946"
305563,"2014-09-19","4400","NA","NA","NA","NA","NA","NA","NA","2946"
305564,"2014-09-19","-62.39","NA","NA","NA","NA","NA","NA","NA","2946"
305565,"2014-09-19","-11.1","NA","NA","NA","NA","NA","NA","NA","2946"
305566,"2014-09-19","-130.27","NA","NA","NA","NA","NA","NA","NA","2946"
305567,"2014-09-19","-12.19","NA","NA","NA","NA","NA","NA","NA","2946"
305568,"2014-09-20","-5.95","NA","NA","NA","NA","NA","NA","NA","2946"
305569,"2014-09-20","-9.79","NA","NA","NA","NA","NA","NA","NA","2946"
305570,"2014-09-20","-58.74","NA","NA","NA","NA","NA","NA","NA","2946"
305571,"2014-09-20","-16.14","NA","NA","NA","NA","NA","NA","NA","2946"
305572,"2014-09-21","9900","NA","NA","NA","NA","NA","NA","NA","2946"
305573,"2014-09-21","-148.91","NA","NA","NA","NA","NA","NA","NA","2946"
305574,"2014-09-21","-6.21","NA","NA","NA","NA","NA","NA","NA","2946"
305575,"2014-09-21","-7.41","NA","NA","NA","NA","NA","NA","NA","2946"
305576,"2014-09-21","-8.76","NA","NA","NA","NA","NA","NA","NA","2946"
305577,"2014-09-22","-6.8","NA","NA","NA","NA","NA","NA","NA","2946"
305578,"2014-09-22","9900","NA","NA","NA","NA","NA","NA","NA","2946"
305579,"2014-09-22","-10.13","NA","NA","NA","NA","NA","NA","NA","2946"
305580,"2014-09-23","-12.87","NA","NA","NA","NA","NA","NA","NA","2946"
305581,"2014-09-23","-9.1","NA","NA","NA","NA","NA","NA","NA","2946"
305582,"2014-09-24","-11.25","NA","NA","NA","NA","NA","NA","NA","2946"
305583,"2014-09-24","-10.34","NA","NA","NA","NA","NA","NA","NA","2946"
305584,"2014-09-24","-125.62","NA","NA","NA","NA","NA","NA","NA","2946"
305585,"2014-09-24","-8.49","NA","NA","NA","NA","NA","NA","NA","2946"
305586,"2014-09-25","-6.64","NA","NA","NA","NA","NA","NA","NA","2946"
305587,"2014-09-25","9900","NA","NA","NA","NA","NA","NA","NA","2946"
305588,"2014-09-25","-9.07","NA","NA","NA","NA","NA","NA","NA","2946"
305589,"2014-09-25","-9.16","NA","NA","NA","NA","NA","NA","NA","2946"
305590,"2014-09-25","-11.26","NA","NA","NA","NA","NA","NA","NA","2946"
305591,"2014-09-26","-5.6","NA","NA","NA","NA","NA","NA","NA","2946"
305592,"2014-09-26","-15.2","NA","NA","NA","NA","NA","NA","NA","2946"
305593,"2014-09-27","-111.43","NA","NA","NA","NA","NA","NA","NA","2946"
305594,"2014-09-27","-12.3","NA","NA","NA","NA","NA","NA","NA","2946"
305595,"2014-09-28","-98.87","NA","NA","NA","NA","NA","NA","NA","2946"
305596,"2014-09-28","-9.75","NA","NA","NA","NA","NA","NA","NA","2946"
305597,"2014-09-28","-6.91","NA","NA","NA","NA","NA","NA","NA","2946"
305598,"2014-09-28","-127.87","NA","NA","NA","NA","NA","NA","NA","2946"
305599,"2014-09-28","-6.82","NA","NA","NA","NA","NA","NA","NA","2946"
305600,"2014-09-29","-7.06","NA","NA","NA","NA","NA","NA","NA","2946"
305601,"2014-09-30","-7.1","NA","NA","NA","NA","NA","NA","NA","2946"
305602,"2014-09-30","-7.2","NA","NA","NA","NA","NA","NA","NA","2946"
305603,"2014-09-30","-13.32","NA","NA","NA","NA","NA","NA","NA","2946"
305604,"2014-09-30","-15.06","NA","NA","NA","NA","NA","NA","NA","2946"
305605,"2014-10-01","-14.78","NA","NA","NA","NA","NA","NA","NA","2946"
305606,"2014-10-01","-9.07","NA","NA","NA","NA","NA","NA","NA","2946"
305607,"2014-10-01","-5.03","NA","NA","NA","NA","NA","NA","NA","2946"
305608,"2014-10-02","-6.93","NA","NA","NA","NA","NA","NA","NA","2946"
305609,"2014-10-03","-13.41","NA","NA","NA","NA","NA","NA","NA","2946"
305610,"2014-10-03","-12.37","NA","NA","NA","NA","NA","NA","NA","2946"
305611,"2014-10-03","-10.67","NA","NA","NA","NA","NA","NA","NA","2946"
305612,"2014-10-04","-11.95","NA","NA","NA","NA","NA","NA","NA","2946"
305613,"2014-10-05","-125.32","NA","NA","NA","NA","NA","NA","NA","2946"
305614,"2014-10-06","-13.76","NA","NA","NA","NA","NA","NA","NA","2946"
305615,"2014-10-07","-14.38","NA","NA","NA","NA","NA","NA","NA","2946"
305616,"2014-10-08","-9.09","NA","NA","NA","NA","NA","NA","NA","2946"
305617,"2014-10-08","-11.71","NA","NA","NA","NA","NA","NA","NA","2946"
305618,"2014-10-08","2200","NA","NA","NA","NA","NA","NA","NA","2946"
305619,"2014-10-08","-4.77","NA","NA","NA","NA","NA","NA","NA","2946"
305620,"2014-10-09","-113.05","NA","NA","NA","NA","NA","NA","NA","2946"
305621,"2014-10-09","-195.89","NA","NA","NA","NA","NA","NA","NA","2946"
305622,"2014-10-09","-11.13","NA","NA","NA","NA","NA","NA","NA","2946"
305623,"2014-10-09","-13.26","NA","NA","NA","NA","NA","NA","NA","2946"
305624,"2014-10-10","-8.73","NA","NA","NA","NA","NA","NA","NA","2946"
305625,"2014-10-11","-11.78","NA","NA","NA","NA","NA","NA","NA","2946"
305626,"2014-10-11","-8.64","NA","NA","NA","NA","NA","NA","NA","2946"
305627,"2014-10-11","-2.31","NA","NA","NA","NA","NA","NA","NA","2946"
305628,"2014-10-12","-7.63","NA","NA","NA","NA","NA","NA","NA","2946"
305629,"2014-10-12","-12.66","NA","NA","NA","NA","NA","NA","NA","2946"
305630,"2014-10-12","-8.17","NA","NA","NA","NA","NA","NA","NA","2946"
305631,"2014-10-12","-9.1","NA","NA","NA","NA","NA","NA","NA","2946"
305632,"2014-10-13","2200","NA","NA","NA","NA","NA","NA","NA","2946"
305633,"2014-10-13","-6.68","NA","NA","NA","NA","NA","NA","NA","2946"
305634,"2014-10-13","-17.91","NA","NA","NA","NA","NA","NA","NA","2946"
305635,"2014-10-13","-10.31","NA","NA","NA","NA","NA","NA","NA","2946"
305636,"2014-10-13","-6.52","NA","NA","NA","NA","NA","NA","NA","2946"
305637,"2014-10-14","-9.17","NA","NA","NA","NA","NA","NA","NA","2946"
305638,"2014-10-14","-14.11","NA","NA","NA","NA","NA","NA","NA","2946"
305639,"2014-10-14","-125.68","NA","NA","NA","NA","NA","NA","NA","2946"
305640,"2014-10-14","-116.73","NA","NA","NA","NA","NA","NA","NA","2946"
305641,"2014-10-14","-11.57","NA","NA","NA","NA","NA","NA","NA","2946"
305642,"2014-10-15","-11.28","NA","NA","NA","NA","NA","NA","NA","2946"
305643,"2014-10-15","-11.93","NA","NA","NA","NA","NA","NA","NA","2946"
305644,"2014-10-15","-9.81","NA","NA","NA","NA","NA","NA","NA","2946"
305645,"2014-10-16","-10.1","NA","NA","NA","NA","NA","NA","NA","2946"
305646,"2014-10-17","-111.48","NA","NA","NA","NA","NA","NA","NA","2946"
305647,"2014-10-17","-10.36","NA","NA","NA","NA","NA","NA","NA","2946"
305648,"2014-10-18","-7.87","NA","NA","NA","NA","NA","NA","NA","2946"
305649,"2014-10-18","-9.93","NA","NA","NA","NA","NA","NA","NA","2946"
305650,"2014-10-18","-12.13","NA","NA","NA","NA","NA","NA","NA","2946"
305651,"2014-10-19","-10.87","NA","NA","NA","NA","NA","NA","NA","2946"
305652,"2014-10-19","-9.61","NA","NA","NA","NA","NA","NA","NA","2946"
305653,"2014-10-19","-7.01","NA","NA","NA","NA","NA","NA","NA","2946"
305654,"2014-10-19","-12.56","NA","NA","NA","NA","NA","NA","NA","2946"
305655,"2014-10-20","-9.42","NA","NA","NA","NA","NA","NA","NA","2946"
305656,"2014-10-21","-11.39","NA","NA","NA","NA","NA","NA","NA","2946"
305657,"2014-10-21","-8.73","NA","NA","NA","NA","NA","NA","NA","2946"
305658,"2014-10-22","-9.68","NA","NA","NA","NA","NA","NA","NA","2946"
305659,"2014-10-22","-13.29","NA","NA","NA","NA","NA","NA","NA","2946"
305660,"2014-10-22","-14.8","NA","NA","NA","NA","NA","NA","NA","2946"
305661,"2014-10-23","-14.49","NA","NA","NA","NA","NA","NA","NA","2946"
305662,"2014-10-23","-88.29","NA","NA","NA","NA","NA","NA","NA","2946"
305663,"2014-10-23","-11.44","NA","NA","NA","NA","NA","NA","NA","2946"
305664,"2014-10-24","-122.88","NA","NA","NA","NA","NA","NA","NA","2946"
305665,"2014-10-24","-4.28","NA","NA","NA","NA","NA","NA","NA","2946"
305666,"2014-10-24","-11.51","NA","NA","NA","NA","NA","NA","NA","2946"
305667,"2014-10-24","-8.4","NA","NA","NA","NA","NA","NA","NA","2946"
305668,"2014-10-24","-11.58","NA","NA","NA","NA","NA","NA","NA","2946"
305669,"2014-10-25","-120.36","NA","NA","NA","NA","NA","NA","NA","2946"
305670,"2014-10-25","-16.5","NA","NA","NA","NA","NA","NA","NA","2946"
305671,"2014-10-25","-10.88","NA","NA","NA","NA","NA","NA","NA","2946"
305672,"2014-10-25","-9.23","NA","NA","NA","NA","NA","NA","NA","2946"
305673,"2014-10-26","-5.43","NA","NA","NA","NA","NA","NA","NA","2946"
305674,"2014-10-26","-79.47","NA","NA","NA","NA","NA","NA","NA","2946"
305675,"2014-10-26","-7.6","NA","NA","NA","NA","NA","NA","NA","2946"
305676,"2014-10-27","-7.2","NA","NA","NA","NA","NA","NA","NA","2946"
305677,"2014-10-27","-12.02","NA","NA","NA","NA","NA","NA","NA","2946"
305678,"2014-10-27","-173.97","NA","NA","NA","NA","NA","NA","NA","2946"
305679,"2014-10-28","-6.66","NA","NA","NA","NA","NA","NA","NA","2946"
305680,"2014-10-28","-12.2","NA","NA","NA","NA","NA","NA","NA","2946"
305681,"2014-10-28","-13.43","NA","NA","NA","NA","NA","NA","NA","2946"
305682,"2014-10-29","6600","NA","NA","NA","NA","NA","NA","NA","2946"
305683,"2014-10-29","-11.78","NA","NA","NA","NA","NA","NA","NA","2946"
305684,"2014-10-30","-17.57","NA","NA","NA","NA","NA","NA","NA","2946"
305685,"2014-10-30","-7.45","NA","NA","NA","NA","NA","NA","NA","2946"
305686,"2014-10-30","-131.04","NA","NA","NA","NA","NA","NA","NA","2946"
305687,"2014-09-01","1140.11","NA","NA","NA","NA","NA","NA","NA","2947"
305688,"2014-09-01","1246.07","NA","NA","NA","NA","NA","NA","NA","2947"
305689,"2014-09-01","1033.84","NA","NA","NA","NA","NA","NA","NA","2947"
305690,"2014-09-01","1424.03","NA","NA","NA","NA","NA","NA","NA","2947"
305691,"2014-09-02","1896.44","NA","NA","NA","NA","NA","NA","NA","2947"
305692,"2014-09-02","2907.87","NA","NA","NA","NA","NA","NA","NA","2947"
305693,"2014-09-02","2405.85","NA","NA","NA","NA","NA","NA","NA","2947"
305694,"2014-09-02","2562.82","NA","NA","NA","NA","NA","NA","NA","2947"
305695,"2014-09-02","1236.77","NA","NA","NA","NA","NA","NA","NA","2947"
305696,"2014-09-03","2177.95","NA","NA","NA","NA","NA","NA","NA","2947"
305697,"2014-09-03","2849.51","NA","NA","NA","NA","NA","NA","NA","2947"
305698,"2014-09-03","2353.94","NA","NA","NA","NA","NA","NA","NA","2947"
305699,"2014-09-03","1097.58","NA","NA","NA","NA","NA","NA","NA","2947"
305700,"2014-09-04","2756.94","NA","NA","NA","NA","NA","NA","NA","2947"
305701,"2014-09-04","2349.08","NA","NA","NA","NA","NA","NA","NA","2947"
305702,"2014-09-04","1090.07","NA","NA","NA","NA","NA","NA","NA","2947"
305703,"2014-09-04","2028.3","NA","NA","NA","NA","NA","NA","NA","2947"
305704,"2014-09-04","1776.95","NA","NA","NA","NA","NA","NA","NA","2947"
305705,"2014-09-05","-165.15","NA","NA","NA","NA","NA","NA","NA","2947"
305706,"2014-09-05","1700.15","NA","NA","NA","NA","NA","NA","NA","2947"
305707,"2014-09-05","1120.04","NA","NA","NA","NA","NA","NA","NA","2947"
305708,"2014-09-05","2034.23","NA","NA","NA","NA","NA","NA","NA","2947"
305709,"2014-09-05","2151.88","NA","NA","NA","NA","NA","NA","NA","2947"
305710,"2014-09-06","2925.07","NA","NA","NA","NA","NA","NA","NA","2947"
305711,"2014-09-06","1785.94","NA","NA","NA","NA","NA","NA","NA","2947"
305712,"2014-09-06","1406.76","NA","NA","NA","NA","NA","NA","NA","2947"
305713,"2014-09-06","1888.05","NA","NA","NA","NA","NA","NA","NA","2947"
305714,"2014-09-07","2277.91","NA","NA","NA","NA","NA","NA","NA","2947"
305715,"2014-09-07","1218.59","NA","NA","NA","NA","NA","NA","NA","2947"
305716,"2014-09-07","1741.04","NA","NA","NA","NA","NA","NA","NA","2947"
305717,"2014-09-07","2587.27","NA","NA","NA","NA","NA","NA","NA","2947"
305718,"2014-09-07","2872.08","NA","NA","NA","NA","NA","NA","NA","2947"
305719,"2014-09-08","2756.86","NA","NA","NA","NA","NA","NA","NA","2947"
305720,"2014-09-08","1292.98","NA","NA","NA","NA","NA","NA","NA","2947"
305721,"2014-09-08","1569.64","NA","NA","NA","NA","NA","NA","NA","2947"
305722,"2014-09-08","2954.85","NA","NA","NA","NA","NA","NA","NA","2947"
305723,"2014-09-08","1271.66","NA","NA","NA","NA","NA","NA","NA","2947"
305724,"2014-09-09","2418.41","NA","NA","NA","NA","NA","NA","NA","2947"
305725,"2014-09-09","1902.32","NA","NA","NA","NA","NA","NA","NA","2947"
305726,"2014-09-09","1160.23","NA","NA","NA","NA","NA","NA","NA","2947"
305727,"2014-09-09","2184.0","NA","NA","NA","NA","NA","NA","NA","2947"
305728,"2014-09-09","2182.16","NA","NA","NA","NA","NA","NA","NA","2947"
305729,"2014-09-10","1471.47","NA","NA","NA","NA","NA","NA","NA","2947"
305730,"2014-09-10","2325.0","NA","NA","NA","NA","NA","NA","NA","2947"
305731,"2014-09-10","2362.1","NA","NA","NA","NA","NA","NA","NA","2947"
305732,"2014-09-11","2539.05","NA","NA","NA","NA","NA","NA","NA","2947"
305733,"2014-09-12","1372.01","NA","NA","NA","NA","NA","NA","NA","2947"
305734,"2014-09-12","2396.26","NA","NA","NA","NA","NA","NA","NA","2947"
305735,"2014-09-12","2971.95","NA","NA","NA","NA","NA","NA","NA","2947"
305736,"2014-09-12","2968.22","NA","NA","NA","NA","NA","NA","NA","2947"
305737,"2014-09-13","2354.63","NA","NA","NA","NA","NA","NA","NA","2947"
305738,"2014-09-13","1649.59","NA","NA","NA","NA","NA","NA","NA","2947"
305739,"2014-09-13","2844.57","NA","NA","NA","NA","NA","NA","NA","2947"
305740,"2014-09-13","1814.4","NA","NA","NA","NA","NA","NA","NA","2947"
305741,"2014-09-14","1294.7","NA","NA","NA","NA","NA","NA","NA","2947"
305742,"2014-09-14","1472.88","NA","NA","NA","NA","NA","NA","NA","2947"
305743,"2014-09-15","2444.17","NA","NA","NA","NA","NA","NA","NA","2947"
305744,"2014-09-15","2865.73","NA","NA","NA","NA","NA","NA","NA","2947"
305745,"2014-09-15","1318.82","NA","NA","NA","NA","NA","NA","NA","2947"
305746,"2014-09-15","1582.96","NA","NA","NA","NA","NA","NA","NA","2947"
305747,"2014-09-15","2371.8","NA","NA","NA","NA","NA","NA","NA","2947"
305748,"2014-09-16","2802.69","NA","NA","NA","NA","NA","NA","NA","2947"
305749,"2014-09-16","1915.78","NA","NA","NA","NA","NA","NA","NA","2947"
305750,"2014-09-16","-248.14","NA","NA","NA","NA","NA","NA","NA","2947"
305751,"2014-09-17","2056.88","NA","NA","NA","NA","NA","NA","NA","2947"
305752,"2014-09-17","2281.69","NA","NA","NA","NA","NA","NA","NA","2947"
305753,"2014-09-17","1828.69","NA","NA","NA","NA","NA","NA","NA","2947"
305754,"2014-09-17","1975.55","NA","NA","NA","NA","NA","NA","NA","2947"
305755,"2014-09-18","2738.26","NA","NA","NA","NA","NA","NA","NA","2947"
305756,"2014-09-19","2603.84","NA","NA","NA","NA","NA","NA","NA","2947"
305757,"2014-09-19","2329.53","NA","NA","NA","NA","NA","NA","NA","2947"
305758,"2014-09-19","2247.92","NA","NA","NA","NA","NA","NA","NA","2947"
305759,"2014-09-20","2846.87","NA","NA","NA","NA","NA","NA","NA","2947"
305760,"2014-09-21","1161.5","NA","NA","NA","NA","NA","NA","NA","2947"
305761,"2014-09-21","1880.93","NA","NA","NA","NA","NA","NA","NA","2947"
305762,"2014-09-21","2920.95","NA","NA","NA","NA","NA","NA","NA","2947"
305763,"2014-09-21","1513.92","NA","NA","NA","NA","NA","NA","NA","2947"
305764,"2014-09-21","2542.46","NA","NA","NA","NA","NA","NA","NA","2947"
305765,"2014-09-22","2527.54","NA","NA","NA","NA","NA","NA","NA","2947"
305766,"2014-09-22","2113.78","NA","NA","NA","NA","NA","NA","NA","2947"
305767,"2014-09-22","1381.39","NA","NA","NA","NA","NA","NA","NA","2947"
305768,"2014-09-22","2930.08","NA","NA","NA","NA","NA","NA","NA","2947"
305769,"2014-09-23","1536.69","NA","NA","NA","NA","NA","NA","NA","2947"
305770,"2014-09-24","1563.74","NA","NA","NA","NA","NA","NA","NA","2947"
305771,"2014-09-24","1342.6","NA","NA","NA","NA","NA","NA","NA","2947"
305772,"2014-09-24","1863.81","NA","NA","NA","NA","NA","NA","NA","2947"
305773,"2014-09-25","2356.9","NA","NA","NA","NA","NA","NA","NA","2947"
305774,"2014-09-26","1636.86","NA","NA","NA","NA","NA","NA","NA","2947"
305775,"2014-09-27","1871.54","NA","NA","NA","NA","NA","NA","NA","2947"
305776,"2014-09-27","1861.1","NA","NA","NA","NA","NA","NA","NA","2947"
305777,"2014-09-27","1149.95","NA","NA","NA","NA","NA","NA","NA","2947"
305778,"2014-09-28","1700.81","NA","NA","NA","NA","NA","NA","NA","2947"
305779,"2014-09-29","2068.2","NA","NA","NA","NA","NA","NA","NA","2947"
305780,"2014-09-29","1528.21","NA","NA","NA","NA","NA","NA","NA","2947"
305781,"2014-09-29","1983.03","NA","NA","NA","NA","NA","NA","NA","2947"
305782,"2014-09-29","2253.57","NA","NA","NA","NA","NA","NA","NA","2947"
305783,"2014-09-30","2616.38","NA","NA","NA","NA","NA","NA","NA","2947"
305784,"2014-09-30","2070.95","NA","NA","NA","NA","NA","NA","NA","2947"
305785,"2014-09-30","2692.92","NA","NA","NA","NA","NA","NA","NA","2947"
305786,"2014-10-01","1253.46","NA","NA","NA","NA","NA","NA","NA","2947"
305787,"2014-10-01","2875.66","NA","NA","NA","NA","NA","NA","NA","2947"
305788,"2014-10-01","-19.13","NA","NA","NA","NA","NA","NA","NA","2947"
305789,"2014-10-01","1735.64","NA","NA","NA","NA","NA","NA","NA","2947"
305790,"2014-10-02","-22.2","NA","NA","NA","NA","NA","NA","NA","2947"
305791,"2014-10-02","-15.68","NA","NA","NA","NA","NA","NA","NA","2947"
305792,"2014-10-02","1897.55","NA","NA","NA","NA","NA","NA","NA","2947"
305793,"2014-10-03","1810.86","NA","NA","NA","NA","NA","NA","NA","2947"
305794,"2014-10-04","2465.48","NA","NA","NA","NA","NA","NA","NA","2947"
305795,"2014-10-04","1322.46","NA","NA","NA","NA","NA","NA","NA","2947"
305796,"2014-10-04","1908.29","NA","NA","NA","NA","NA","NA","NA","2947"
305797,"2014-10-05","1766.9","NA","NA","NA","NA","NA","NA","NA","2947"
305798,"2014-10-05","1647.03","NA","NA","NA","NA","NA","NA","NA","2947"
305799,"2014-10-06","2038.81","NA","NA","NA","NA","NA","NA","NA","2947"
305800,"2014-10-07","1777.7","NA","NA","NA","NA","NA","NA","NA","2947"
305801,"2014-10-07","1471.19","NA","NA","NA","NA","NA","NA","NA","2947"
305802,"2014-10-07","2706.24","NA","NA","NA","NA","NA","NA","NA","2947"
305803,"2014-10-07","1447.27","NA","NA","NA","NA","NA","NA","NA","2947"
305804,"2014-10-07","1958.31","NA","NA","NA","NA","NA","NA","NA","2947"
305805,"2014-10-08","1467.16","NA","NA","NA","NA","NA","NA","NA","2947"
305806,"2014-10-08","1110.87","NA","NA","NA","NA","NA","NA","NA","2947"
305807,"2014-10-08","2464.18","NA","NA","NA","NA","NA","NA","NA","2947"
305808,"2014-10-09","1701.65","NA","NA","NA","NA","NA","NA","NA","2947"
305809,"2014-10-09","2810.18","NA","NA","NA","NA","NA","NA","NA","2947"
305810,"2014-10-09","2976.84","NA","NA","NA","NA","NA","NA","NA","2947"
305811,"2014-10-10","1451.3","NA","NA","NA","NA","NA","NA","NA","2947"
305812,"2014-10-10","-16.22","NA","NA","NA","NA","NA","NA","NA","2947"
305813,"2014-10-11","1585.69","NA","NA","NA","NA","NA","NA","NA","2947"
305814,"2014-10-11","1087.96","NA","NA","NA","NA","NA","NA","NA","2947"
305815,"2014-10-11","1485.88","NA","NA","NA","NA","NA","NA","NA","2947"
305816,"2014-10-12","2622.98","NA","NA","NA","NA","NA","NA","NA","2947"
305817,"2014-10-12","1322.31","NA","NA","NA","NA","NA","NA","NA","2947"
305818,"2014-10-12","2333.55","NA","NA","NA","NA","NA","NA","NA","2947"
305819,"2014-10-12","2785.35","NA","NA","NA","NA","NA","NA","NA","2947"
305820,"2014-10-12","2313.85","NA","NA","NA","NA","NA","NA","NA","2947"
305821,"2014-10-13","2194.44","NA","NA","NA","NA","NA","NA","NA","2947"
305822,"2014-10-13","1209.69","NA","NA","NA","NA","NA","NA","NA","2947"
305823,"2014-10-13","1815.14","NA","NA","NA","NA","NA","NA","NA","2947"
305824,"2014-10-13","1550.07","NA","NA","NA","NA","NA","NA","NA","2947"
305825,"2014-10-14","1930.9","NA","NA","NA","NA","NA","NA","NA","2947"
305826,"2014-10-15","2645.09","NA","NA","NA","NA","NA","NA","NA","2947"
305827,"2014-10-15","1455.5","NA","NA","NA","NA","NA","NA","NA","2947"
305828,"2014-10-16","1343.0","NA","NA","NA","NA","NA","NA","NA","2947"
305829,"2014-10-16","2231.72","NA","NA","NA","NA","NA","NA","NA","2947"
305830,"2014-10-16","1455.31","NA","NA","NA","NA","NA","NA","NA","2947"
305831,"2014-10-17","1819.96","NA","NA","NA","NA","NA","NA","NA","2947"
305832,"2014-10-17","2817.14","NA","NA","NA","NA","NA","NA","NA","2947"
